ocean_<1H OCEAN,ocean_INLAND,ocean_ISLAND,ocean_NEAR BAY,ocean_NEAR OCEAN,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
1,0,0,0,0,-118.52,34.04,42,993,130.0,368,134,10.8082,500001
1,0,0,0,0,-118.52,34.04,43,2167,254.0,761,256,13.6842,500001
1,0,0,0,0,-118.53,34.04,45,1711,264.0,735,261,9.1078,500001
1,0,0,0,0,-118.53,34.03,40,4350,763.0,1551,665,7.0318,500001
1,0,0,0,0,-118.5,34.05,36,4152,542.0,1461,550,15.0001,500001
0,0,0,0,1,-118.55,33.99,39,2603,456.0,928,410,7.9096,500001
1,0,0,0,0,-118.51,34.04,38,4715,691.0,1660,637,10.1882,500001
1,0,0,0,0,-118.47,34.06,45,1271,190.0,419,171,7.6447,500001
1,0,0,0,0,-118.47,34.06,45,3030,433.0,916,399,9.4664,500001
1,0,0,0,0,-118.48,34.05,48,3623,528.0,1282,516,9.5221,500001
1,0,0,0,0,-118.49,34.05,42,1918,216.0,632,224,15.0001,500001
1,0,0,0,0,-118.47,34.06,26,6577,1789.0,2937,1652,4.801,500001
1,0,0,0,0,-118.46,34.06,20,5448,1532.0,2202,1442,4.2554,500001
1,0,0,0,0,-118.47,34.05,25,2689,719.0,1229,663,3.5909,500001
1,0,0,0,0,-118.47,34.05,22,5215,1193.0,2048,1121,4.7009,500001
1,0,0,0,0,-118.47,34.05,27,4401,1033.0,1725,962,4.175,500001
1,0,0,0,0,-118.48,34.05,36,2143,434.0,751,396,6.7496,500001
1,0,0,0,0,-118.49,34.05,45,1346,214.0,415,209,7.0285,500001
1,0,0,0,0,-118.42,34.08,46,1399,148.0,410,152,15.0001,500001
1,0,0,0,0,-118.43,34.07,34,3203,483.0,949,439,10.3467,500001
1,0,0,0,0,-118.43,34.07,38,3251,656.0,1251,593,7.7382,500001
1,0,0,0,0,-118.44,34.07,26,3535,748.0,1322,666,7.1674,500001
1,0,0,0,0,-118.44,34.07,35,1973,332.0,1257,296,8.9565,500001
1,0,0,0,0,-118.44,34.06,28,3910,959.0,1763,867,5.5,500001
1,0,0,0,0,-118.44,34.06,14,520,292.0,282,213,2.2857,500001
1,0,0,0,0,-118.45,34.07,13,4284,1452.0,3806,1252,1.3125,350000
1,0,0,0,0,-118.45,34.07,19,4845,1609.0,3751,1539,1.583,350000
1,0,0,0,0,-118.45,34.06,20,3367,1264.0,2667,1131,2.2444,500000
1,0,0,0,0,-118.46,34.06,46,1302,215.0,482,226,7.0674,500001
1,0,0,0,0,-118.46,34.07,43,2511,456.0,808,407,6.7703,500001
1,0,0,0,0,-118.46,34.07,49,2418,301.0,850,318,14.2867,500001
1,0,0,0,0,-118.46,34.07,42,2564,460.0,913,414,9.2225,500001
1,0,0,0,0,-118.44,34.06,9,5102,1695.0,2609,1450,3.2545,500001
1,0,0,0,0,-118.44,34.05,18,4780,1192.0,1886,1036,4.4674,500001
1,0,0,0,0,-118.44,34.05,32,1880,435.0,798,417,4.7109,500000
1,0,0,0,0,-118.44,34.05,15,5368,1312.0,2269,1232,5.7097,316700
1,0,0,0,0,-118.43,34.06,11,3184,641.0,911,463,7.2675,500001
1,0,0,0,0,-118.43,34.06,41,1463,267.0,601,267,5.3777,500001
1,0,0,0,0,-118.43,34.05,22,4251,1073.0,1581,881,5.2555,500001
1,0,0,0,0,-118.44,34.06,13,4833,1119.0,1649,807,6.2389,500001
1,0,0,0,0,-118.42,34.06,40,2933,565.0,1077,536,6.1527,500001
1,0,0,0,0,-118.43,34.06,31,1317,284.0,523,274,7.4219,500001
1,0,0,0,0,-118.43,34.06,38,2982,664.0,1122,572,4.1908,500001
1,0,0,0,0,-118.43,34.06,20,4600,1018.0,1675,932,5.1999,500001
1,0,0,0,0,-118.42,34.06,44,533,90.0,291,97,10.8045,500001
1,0,0,0,0,-118.42,34.06,52,1881,334.0,640,321,6.871,500001
1,0,0,0,0,-118.42,34.05,38,4888,1126.0,1698,937,4.8304,500001
1,0,0,0,0,-118.43,34.05,52,1693,290.0,727,305,6.7115,500001
1,0,0,0,0,-118.44,34.05,20,5943,1538.0,2492,1429,4.1141,305000
1,0,0,0,0,-118.44,34.05,22,3970,871.0,1588,791,4.8618,500001
1,0,0,0,0,-118.43,34.04,52,2425,435.0,962,412,5.8587,494700
1,0,0,0,0,-118.45,34.04,23,3771,1321.0,2031,1241,2.7679,277500
1,0,0,0,0,-118.46,34.05,25,6902,2138.0,3136,1844,2.6509,410000
1,0,0,0,0,-118.45,34.05,23,4099,1287.0,2103,1217,3.7549,275000
1,0,0,0,0,-118.47,34.04,21,5041,1491.0,2719,1420,3.5335,268800
1,0,0,0,0,-118.43,34.04,52,1782,308.0,735,307,5.2954,485100
1,0,0,0,0,-118.41,34.05,16,9728,2211.0,3026,1899,5.8758,500001
1,0,0,0,0,-118.42,34.05,33,2921,652.0,1124,608,5.0151,500001
1,0,0,0,0,-118.42,34.05,52,2533,402.0,981,386,7.8164,500001
1,0,0,0,0,-118.4,34.05,26,4473,923.0,1518,805,5.0762,500001
1,0,0,0,0,-118.4,34.04,40,2079,268.0,720,282,9.272,500001
1,0,0,0,0,-118.4,34.04,42,1298,174.0,420,190,12.8483,500001
1,0,0,0,0,-118.4,34.03,36,1831,296.0,871,269,8.1484,500001
1,0,0,0,0,-118.41,34.03,33,1730,386.0,994,363,3.7277,500001
1,0,0,0,0,-118.41,34.04,49,601,95.0,228,106,8.0239,500001
1,0,0,0,0,-118.39,34.05,42,3105,559.0,1253,531,5.222,500001
1,0,0,0,0,-118.4,34.05,34,2113,459.0,859,432,3.6953,500001
1,0,0,0,0,-118.41,34.04,52,1907,261.0,681,249,10.9805,500001
1,0,0,0,0,-118.41,34.04,52,2113,332.0,800,327,11.1768,500001
1,0,0,0,0,-118.41,34.03,36,3053,635.0,1234,577,5.1637,500001
1,0,0,0,0,-118.42,34.04,51,1975,348.0,771,357,6.626,500001
1,0,0,0,0,-118.42,34.04,52,1358,272.0,574,267,5.6454,500001
1,0,0,0,0,-118.39,34.04,45,2089,312.0,834,305,7.3028,500001
1,0,0,0,0,-118.4,34.04,43,3863,537.0,1398,511,8.5938,500001
1,0,0,0,0,-118.4,34.05,43,1028,145.0,394,149,10.4519,500001
1,0,0,0,0,-118.39,34.05,42,1467,203.0,577,204,6.6368,500001
1,0,0,0,0,-118.41,34.03,26,4376,1394.0,2435,1250,2.8418,327300
1,0,0,0,0,-118.4,34.02,19,7297,2331.0,3870,2144,3.116,300000
1,0,0,0,0,-118.41,34.03,24,3711,1192.0,1764,1147,3.1642,366700
1,0,0,0,0,-118.41,34.02,16,5825,1866.0,3390,1752,3.0965,320000
1,0,0,0,0,-118.4,34.03,13,6152,1978.0,3397,1845,3.4058,275000
1,0,0,0,0,-118.44,34.02,32,2242,490.0,921,461,4.0429,500001
1,0,0,0,0,-118.43,34.01,43,1487,242.0,675,247,5.3403,489800
1,0,0,0,0,-118.43,34.02,38,2172,437.0,830,368,3.9091,500001
1,0,0,0,0,-118.43,34.02,42,1528,244.0,634,242,8.1631,500001
1,0,0,0,0,-118.43,34.02,41,2403,516.0,1001,514,4.3906,500001
1,0,0,0,0,-118.41,34.03,20,4374,1311.0,2165,1185,3.6019,463600
1,0,0,0,0,-118.41,34.02,19,4702,1472.0,2636,1334,3.3955,225000
1,0,0,0,0,-118.43,34.01,31,2526,528.0,1046,504,4.7009,500001
1,0,0,0,0,-118.44,34.0,22,5822,1707.0,3335,1585,3.1579,243100
1,0,0,0,0,-118.43,34.0,28,6128,1963.0,3586,1815,2.7058,310900
1,0,0,0,0,-118.47,33.99,24,1438,454.0,665,416,2.975,500001
1,0,0,0,0,-118.46,33.99,35,1214,300.0,478,265,4.0156,500001
1,0,0,0,0,-118.46,33.98,27,2217,520.0,806,458,3.8935,500001
1,0,0,0,0,-118.5,33.97,29,2737,808.0,1157,696,5.128,500001
1,0,0,0,0,-118.46,33.98,19,2520,726.0,964,663,3.8068,500001
1,0,0,0,0,-118.46,33.97,19,1658,427.0,648,378,3.8698,500001
1,0,0,0,0,-118.46,33.97,18,9430,2473.0,3408,2003,6.1726,500001
1,0,0,0,0,-118.46,33.97,19,2461,521.0,777,447,10.0,500001
1,0,0,0,0,-118.48,33.96,16,895,181.0,237,149,12.0088,500001
1,0,0,0,0,-118.41,34.0,30,3550,934.0,3738,880,3.191,271200
1,0,0,0,0,-118.42,34.0,14,3771,1180.0,2355,978,3.1603,287500
1,0,0,0,0,-118.43,33.98,19,8324,1590.0,2927,1538,7.5426,351700
1,0,0,0,0,-118.42,33.99,23,5548,1245.0,2847,1229,4.4228,366900
1,0,0,0,0,-118.41,33.99,39,3014,822.0,3212,777,1.1985,215000
1,0,0,0,0,-118.37,33.97,32,6699,1781.0,2725,1544,3.3889,285700
1,0,0,0,0,-118.41,33.97,44,2789,503.0,3732,474,4.6176,352300
1,0,0,0,0,-118.43,33.96,13,1860,345.0,800,355,5.8864,500001
1,0,0,0,0,-118.44,33.96,33,2799,491.0,978,447,5.6435,500001
1,0,0,0,0,-118.43,33.96,20,1901,270.0,704,254,8.7819,500001
1,0,0,0,0,-118.43,33.97,16,70,7.0,17,4,7.7197,500001
1,0,0,0,0,-118.43,33.96,16,14891,3984.0,6270,3595,5.1064,283200
1,0,0,0,0,-118.37,33.95,5,6955,2062.0,3591,1566,3.111,247600
1,0,0,0,0,-118.45,33.96,24,3097,791.0,1075,639,5.723,500001
1,0,0,0,0,-118.45,33.96,36,2723,547.0,1090,519,6.3267,500001
1,0,0,0,0,-118.44,33.95,37,2076,332.0,771,327,6.2551,500001
0,0,0,0,1,-118.25,33.79,32,1205,340.0,1799,370,2.375,128000
0,0,0,0,1,-118.24,33.8,28,636,169.0,788,143,3.6161,131300
0,0,0,0,1,-118.23,33.8,26,239,135.0,165,112,1.3333,187500
0,0,0,0,1,-118.26,33.78,27,1672,491.0,1723,462,2.0458,174500
0,0,0,0,1,-118.25,33.79,34,1349,371.0,1716,380,2.7143,138100
0,0,0,0,1,-118.25,33.79,38,1730,460.0,1724,424,2.7308,150400
0,0,0,0,1,-118.25,33.79,39,981,286.0,1183,298,1.9208,139800
0,0,0,0,1,-118.26,33.78,21,2188,706.0,2265,652,1.9923,164700
0,0,0,0,1,-118.23,33.78,20,59,24.0,69,23,2.5588,350000
0,0,0,0,1,-118.26,33.78,35,1239,473.0,1524,387,2.0956,154700
0,0,0,0,1,-118.25,33.78,32,296,139.0,511,133,1.4444,182100
0,0,0,0,1,-118.24,33.78,24,574,173.0,784,162,2.25,152300
0,0,0,0,1,-118.26,33.78,36,2191,739.0,2931,692,2.1311,163100
0,0,0,0,1,-118.26,33.77,36,886,253.0,809,219,2.4545,164200
0,0,0,0,1,-118.27,33.77,26,2272,694.0,2567,595,1.9964,150600
1,0,0,0,0,-118.27,33.78,21,3354,1174.0,4426,1110,2.5262,167300
0,0,0,0,1,-118.27,33.77,39,1731,485.0,2115,478,1.5369,141300
0,0,0,0,1,-118.27,33.76,46,22,11.0,32,7,3.125,112500
1,0,0,0,0,-118.3,33.76,18,9659,1716.0,4336,1674,5.7764,290500
0,0,0,0,1,-118.28,33.75,41,1305,381.0,1384,369,2.45,186800
0,0,0,0,1,-118.28,33.75,18,393,189.0,429,188,1.8393,187500
0,0,0,0,1,-118.28,33.74,40,1751,512.0,1939,503,1.5394,200000
0,0,0,0,1,-118.28,33.75,21,2442,719.0,1916,646,1.2276,208300
0,0,0,0,1,-118.28,33.74,16,855,271.0,486,250,0.7591,350000
1,0,0,0,0,-118.3,33.76,6,6097,1270.0,2678,1226,5.1269,285200
0,0,0,0,1,-118.3,33.74,47,2223,410.0,1163,413,4.4671,270800
0,0,0,0,1,-118.31,33.74,36,2464,472.0,1111,457,4.5074,350000
0,0,0,0,1,-118.31,33.74,22,5042,974.0,2260,935,4.3472,351200
0,0,0,0,1,-118.29,33.75,27,1650,443.0,1359,386,2.5795,192400
0,0,0,0,1,-118.29,33.75,37,1319,292.0,766,285,2.7031,218900
0,0,0,0,1,-118.29,33.74,29,1503,411.0,1368,390,2.1473,195300
0,0,0,0,1,-118.29,33.74,52,1438,472.0,1018,399,2.2188,306700
0,0,0,0,1,-118.29,33.74,41,1382,361.0,905,344,2.75,238300
0,0,0,0,1,-118.29,33.74,30,2074,533.0,1311,531,2.0329,225800
0,0,0,0,1,-118.29,33.73,43,1854,519.0,1151,486,2.5759,225000
0,0,0,0,1,-118.29,33.73,21,2492,711.0,1699,672,2.1382,242300
0,0,0,0,1,-118.29,33.73,30,2835,711.0,1669,652,3.3616,268500
0,0,0,0,1,-118.3,33.74,23,3075,860.0,1584,806,2.9386,260500
0,0,0,0,1,-118.31,33.73,36,1725,295.0,799,306,5.0874,368500
0,0,0,0,1,-118.31,33.73,52,1665,280.0,656,282,5.249,351900
0,0,0,0,1,-118.3,33.74,20,2625,673.0,1184,606,3.9167,285200
0,0,0,0,1,-118.3,33.73,47,2852,603.0,1130,560,4.194,293900
0,0,0,0,1,-118.31,33.73,52,2025,361.0,957,363,4.2059,350000
0,0,0,0,1,-118.28,33.74,44,1853,556.0,2090,539,1.8584,248100
0,0,0,0,1,-118.28,33.73,39,2602,802.0,2178,737,2.0469,234500
0,0,0,0,1,-118.28,33.73,52,2085,588.0,1767,516,2.1935,243200
0,0,0,0,1,-118.28,33.73,45,2137,559.0,1550,529,1.9167,227200
0,0,0,0,1,-118.29,33.72,25,2469,584.0,1253,535,3.1932,257500
0,0,0,0,1,-118.3,33.72,28,2647,658.0,1459,595,3.4474,253400
0,0,0,0,1,-118.3,33.72,28,2510,583.0,1388,554,3.3397,267800
0,0,0,0,1,-118.3,33.73,40,2582,606.0,1304,588,3.5694,276400
0,0,0,0,1,-118.31,33.73,52,1642,287.0,692,288,4.1812,321500
0,0,0,0,1,-118.31,33.72,26,2711,508.0,1372,459,4.1451,326700
0,0,0,0,1,-118.33,33.69,41,2168,357.0,1171,374,4.7216,311900
0,0,0,0,1,-118.31,33.73,33,2265,366.0,986,388,5.4533,409800
0,0,0,0,1,-118.32,33.73,25,1099,168.0,407,159,7.6886,500001
0,0,0,0,1,-118.33,33.72,25,6191,1081.0,2297,1023,6.4246,446700
0,0,0,0,1,-118.29,33.71,36,3135,746.0,1815,697,3.7596,300000
0,0,0,0,1,-118.31,33.67,42,1297,246.0,611,242,5.3074,401900
0,0,0,0,1,-118.29,33.71,40,1644,471.0,780,416,3.1071,464300
0,0,0,0,1,-118.29,33.71,40,1933,475.0,902,412,4.25,332800
0,0,0,0,1,-118.29,33.71,31,2809,666.0,1316,633,4.5606,303800
0,0,0,0,1,-118.29,33.72,39,2651,590.0,1103,508,3.274,254300
0,0,0,0,1,-118.29,33.72,21,1568,452.0,801,422,3.5109,225000
0,0,0,0,1,-118.28,33.68,8,2842,522.0,1624,510,3.7282,287500
1,0,0,0,0,-118.27,34.22,34,8206,1186.0,3141,1150,7.2812,462200
1,0,0,0,0,-118.26,34.18,32,14556,2077.0,5459,2017,8.1657,500001
1,0,0,0,0,-118.21,34.18,14,2672,335.0,1113,318,12.1579,500001
1,0,0,0,0,-118.21,34.17,24,8590,1231.0,3401,1178,8.1325,472700
1,0,0,0,0,-118.24,34.16,52,2187,284.0,733,274,9.5823,406200
1,0,0,0,0,-118.25,34.16,24,5131,1436.0,2690,1371,2.5668,280000
1,0,0,0,0,-118.26,34.17,20,5949,1417.0,2593,1337,3.8576,318600
1,0,0,0,0,-118.27,34.16,15,5036,1299.0,3164,1175,2.9148,238700
1,0,0,0,0,-118.27,34.17,52,2287,295.0,829,296,7.8383,500001
1,0,0,0,0,-118.27,34.18,52,3034,406.0,1158,399,6.2976,498400
1,0,0,0,0,-118.3,34.17,17,4041,1169.0,3309,1117,2.6016,222400
1,0,0,0,0,-118.24,34.15,17,5282,1605.0,4116,1574,3.052,209800
1,0,0,0,0,-118.24,34.15,19,4852,1465.0,3171,1332,2.5924,192900
1,0,0,0,0,-118.24,34.14,9,4877,1488.0,4486,1458,2.4421,222100
1,0,0,0,0,-118.26,34.14,29,3431,1222.0,4094,1205,2.2614,248100
1,0,0,0,0,-118.25,34.14,13,3487,1131.0,3749,1072,2.1602,221900
1,0,0,0,0,-118.25,34.14,25,5980,1856.0,5217,1772,2.506,184500
1,0,0,0,0,-118.31,34.22,27,7714,1132.0,3199,1100,7.1262,446200
1,0,0,0,0,-118.33,34.2,23,7179,1985.0,4757,1924,3.1051,206500
1,0,0,0,0,-118.3,34.18,13,7174,1997.0,4293,1872,3.0973,251900
1,0,0,0,0,-118.3,34.18,5,5492,1549.0,2997,1405,3.3205,172100
1,0,0,0,0,-118.34,34.15,40,3068,756.0,1190,695,3.5637,497400
1,0,0,0,0,-118.34,34.16,25,6082,1763.0,2616,1644,3.6486,246900
0,1,0,0,0,-117.71,34.15,17,17715,2370.0,7665,2312,7.9068,349100
0,1,0,0,0,-117.78,34.13,18,7798,1161.0,3710,1227,5.8819,260500
0,1,0,0,0,-117.76,34.13,8,16759,2274.0,7249,2156,7.4837,358700
0,1,0,0,0,-117.8,34.15,14,7876,1253.0,3699,1162,5.5423,248700
0,1,0,0,0,-117.83,34.14,26,8254,1153.0,3460,1131,6.5253,349900
0,1,0,0,0,-117.83,34.15,20,2421,306.0,1023,298,8.0683,451500
0,1,0,0,0,-117.87,34.15,24,5745,735.0,2061,679,8.2827,451400
0,1,0,0,0,-117.93,34.15,14,9610,2005.0,4723,1907,4.0393,156800
0,1,0,0,0,-117.85,34.11,25,9255,1659.0,4944,1627,4.5708,223000
0,1,0,0,0,-117.81,34.08,13,18448,2474.0,7775,2397,7.7876,348900
0,1,0,0,0,-117.81,34.12,23,7063,1176.0,3100,1112,4.8229,192600
0,1,0,0,0,-117.83,34.1,18,11026,1978.0,5407,1923,4.075,231100
0,1,0,0,0,-117.76,34.12,16,9020,1509.0,3575,1486,4.2415,275700
0,1,0,0,0,-117.78,34.11,23,7079,1381.0,3205,1327,3.0735,212300
0,1,0,0,0,-117.75,34.1,21,8069,2174.0,4369,2036,3.2756,156800
0,1,0,0,0,-117.71,34.12,20,11250,1893.0,4952,1859,5.6785,239500
0,1,0,0,0,-117.73,34.12,26,6459,894.0,2487,885,6.2089,261800
0,1,0,0,0,-117.77,34.08,27,5929,932.0,2817,828,6.0434,214800
1,0,0,0,0,-117.8,34.05,5,4536,1178.0,2485,909,4.1118,125900
0,1,0,0,0,-117.76,34.05,36,3839,1004.0,4711,942,2.3859,116200
0,1,0,0,0,-117.73,34.08,28,5173,1069.0,3502,954,3.8438,130800
0,1,0,0,0,-117.73,34.04,26,3827,814.0,3367,810,3.15,129700
0,1,0,0,0,-117.74,34.03,27,3623,809.0,3712,754,3.4609,123300
1,0,0,0,0,-117.86,33.99,10,17820,2812.0,8686,2666,6.3875,310700
1,0,0,0,0,-117.78,34.03,8,32054,5290.0,15507,5050,6.0191,253900
1,0,0,0,0,-117.83,34.01,16,9446,1650.0,4911,1534,5.0111,212900
1,0,0,0,0,-117.81,34.01,12,9197,1642.0,4332,1554,4.9589,282100
1,0,0,0,0,-117.79,34.02,5,18690,2862.0,9427,2777,6.4266,315600
1,0,0,0,0,-117.83,33.99,14,17527,2751.0,8380,2676,6.2734,267000
1,0,0,0,0,-117.83,33.97,11,21533,3078.0,9671,2890,7.0329,368300
1,0,0,0,0,-117.87,34.04,7,27700,4179.0,15037,4072,6.6288,339700
1,0,0,0,0,-117.86,34.02,19,6300,937.0,3671,943,5.9716,262100
1,0,0,0,0,-117.84,34.04,4,9959,1544.0,4904,1429,6.9754,402500
1,0,0,0,0,-117.85,34.08,23,1160,166.0,467,178,8.105,386200
1,0,0,0,0,-117.85,34.07,32,761,101.0,295,95,11.1077,500001
1,0,0,0,0,-117.87,34.1,15,6409,1363.0,3359,1267,3.875,173300
1,0,0,0,0,-117.84,34.1,17,7836,1624.0,4419,1526,3.8465,180700
1,0,0,0,0,-117.9,34.11,23,4776,1316.0,4797,1187,2.1667,142600
0,1,0,0,0,-117.98,34.08,17,3640,830.0,3537,807,3.4784,152200
0,1,0,0,0,-117.98,34.1,22,5661,1209.0,5389,1178,3.7727,159700
0,1,0,0,0,-117.97,34.09,27,3569,761.0,3339,762,4.1304,160500
0,1,0,0,0,-117.96,34.1,35,4036,904.0,3878,846,3.2957,141600
1,0,0,0,0,-117.96,34.08,33,4151,850.0,3563,848,3.1912,159900
1,0,0,0,0,-117.88,34.08,30,6132,1538.0,3147,1449,2.7763,187800
1,0,0,0,0,-117.9,34.08,32,5482,1251.0,3426,1117,3.2943,204400
1,0,0,0,0,-117.87,34.06,25,3652,470.0,1525,484,10.1248,428500
1,0,0,0,0,-117.88,34.06,23,6689,1124.0,3081,1047,5.9254,491200
1,0,0,0,0,-117.92,34.07,38,175,22.0,129,20,9.7066,182500
1,0,0,0,0,-117.93,34.01,23,3188,836.0,3883,840,2.1863,157600
1,0,0,0,0,-117.94,34.02,27,5026,955.0,3899,930,3.871,162900
1,0,0,0,0,-117.93,34.04,23,6361,1168.0,4580,1109,4.9342,181000
1,0,0,0,0,-117.9,34.04,15,11989,2185.0,6652,2081,4.5554,278300
1,0,0,0,0,-117.91,34.04,15,8749,1761.0,5278,1691,4.6324,168800
1,0,0,0,0,-117.88,34.01,16,6756,1332.0,4429,1299,4.7589,178200
1,0,0,0,0,-117.88,34.0,21,5459,1086.0,3394,1087,3.6308,192100
1,0,0,0,0,-117.89,34.01,23,4535,955.0,3881,930,3.6275,154100
1,0,0,0,0,-117.91,34.02,17,5973,1384.0,4349,1229,3.2799,199300
1,0,0,0,0,-117.9,34.02,15,14058,2486.0,8997,2497,5.0704,226200
1,0,0,0,0,-117.92,34.01,35,3055,634.0,3738,615,3.375,127200
1,0,0,0,0,-117.9,33.99,18,8076,1789.0,5325,1707,3.443,171900
1,0,0,0,0,-117.99,34.04,30,4468,959.0,4027,938,3.185,168300
1,0,0,0,0,-118.02,34.04,27,5640,1001.0,3538,978,5.065,215400
1,0,0,0,0,-118.0,34.03,25,6909,1154.0,3912,1121,5.257,226100
1,0,0,0,0,-118.02,34.02,21,5992,986.0,2647,969,5.2405,302400
1,0,0,0,0,-117.99,33.98,18,8399,1144.0,3727,1107,6.9695,360400
1,0,0,0,0,-117.96,34.0,33,5462,952.0,3527,914,4.4038,186700
1,0,0,0,0,-117.92,33.98,10,16414,2919.0,8907,2714,6.1552,362500
1,0,0,0,0,-117.95,33.98,15,16042,2602.0,7732,2552,5.6716,330400
1,0,0,0,0,-117.94,33.99,18,6100,1018.0,3112,982,4.9932,284000
1,0,0,0,0,-117.88,33.96,16,19059,3079.0,10988,3061,5.5469,265200
1,0,0,0,0,-117.9,33.98,20,9893,2283.0,7228,2159,3.253,186700
1,0,0,0,0,-117.9,33.97,23,7353,1255.0,4014,1124,5.4155,213200
0,1,0,0,0,-117.95,34.16,17,7116,1089.0,3538,1083,6.2654,273800
0,1,0,0,0,-117.97,34.15,33,2474,472.0,1268,437,6.4576,500001
0,1,0,0,0,-118.02,34.17,32,3868,548.0,1558,528,9.4667,500001
0,1,0,0,0,-118.03,34.16,36,1640,239.0,693,253,6.6888,500001
0,1,0,0,0,-118.03,34.15,43,1694,283.0,674,267,4.1797,486800
0,1,0,0,0,-118.03,34.16,36,1401,218.0,667,225,7.1615,484700
0,1,0,0,0,-118.03,34.16,39,2731,366.0,1034,338,9.8098,500001
0,1,0,0,0,-118.05,34.15,32,5131,665.0,1877,622,8.2004,500001
0,1,0,0,0,-118.06,34.15,37,1980,226.0,697,226,15.0001,500001
0,1,0,0,0,-118.05,34.14,39,2125,295.0,862,303,8.9728,500001
0,1,0,0,0,-118.06,34.14,40,2662,379.0,1151,387,8.4889,500001
0,1,0,0,0,-118.04,34.13,35,249,31.0,268,29,15.0001,500001
0,1,0,0,0,-118.06,34.13,28,12139,2873.0,5359,2731,3.292,227300
0,1,0,0,0,-118.02,34.14,31,6854,1578.0,4131,1524,3.5878,222800
0,1,0,0,0,-118.01,34.15,32,6597,1579.0,3689,1459,3.2377,184100
0,1,0,0,0,-117.98,34.14,27,6341,1289.0,2899,1192,3.6336,235200
0,1,0,0,0,-118.04,34.11,37,1275,177.0,598,174,7.1885,500001
0,1,0,0,0,-118.04,34.12,44,2007,288.0,921,307,6.5989,500001
0,1,0,0,0,-118.04,34.12,30,2170,318.0,984,309,5.6916,500001
1,0,0,0,0,-118.05,34.08,25,4909,1422.0,4983,1293,2.7254,143500
1,0,0,0,0,-118.05,34.07,32,4492,1075.0,4119,1035,3.2373,183100
0,1,0,0,0,-118.01,34.07,22,6311,1572.0,6666,1456,2.9334,182600
0,1,0,0,0,-118.01,34.07,24,5684,1485.0,6626,1481,2.2559,166800
0,1,0,0,0,-118.02,34.07,21,3245,959.0,3528,887,2.3236,156300
1,0,0,0,0,-118.03,34.06,24,2343,834.0,3537,824,2.1094,135200
1,0,0,0,0,-118.03,34.06,27,2510,783.0,3481,726,2.4875,157800
1,0,0,0,0,-118.06,34.06,28,2127,625.0,3160,620,2.5763,173900
1,0,0,0,0,-118.08,34.07,32,4089,975.0,3775,955,3.29,205500
1,0,0,0,0,-118.03,34.06,24,2469,731.0,3818,712,2.5445,151400
1,0,0,0,0,-118.02,34.06,26,2929,970.0,3792,817,2.2577,173800
1,0,0,0,0,-118.02,34.04,28,6175,1449.0,5041,1408,2.8821,158100
0,1,0,0,0,-118.09,34.18,34,3113,409.0,1139,418,10.2289,500001
0,1,0,0,0,-118.11,34.19,50,1430,186.0,620,201,9.532,483300
0,1,0,0,0,-118.12,34.19,52,2405,299.0,970,319,8.7835,444100
1,0,0,0,0,-118.19,34.22,32,10626,1504.0,4353,1482,9.8413,500001
1,0,0,0,0,-118.21,34.22,37,2260,322.0,941,303,8.3695,500001
1,0,0,0,0,-118.18,34.2,44,1473,250.0,668,239,8.72,415900
1,0,0,0,0,-118.19,34.2,41,2031,294.0,859,302,7.419,483700
1,0,0,0,0,-118.19,34.21,41,1602,228.0,680,225,6.553,500001
1,0,0,0,0,-118.2,34.21,40,1477,228.0,609,224,7.8375,500001
1,0,0,0,0,-118.22,34.23,34,3296,483.0,1268,478,8.4802,500001
1,0,0,0,0,-118.21,34.22,39,3008,386.0,1240,370,9.2463,500001
1,0,0,0,0,-118.22,34.22,39,2686,417.0,1094,402,7.0059,500001
1,0,0,0,0,-118.21,34.2,35,3646,552.0,1409,534,6.3794,500001
1,0,0,0,0,-118.2,34.2,44,2890,438.0,1219,429,6.987,500001
1,0,0,0,0,-118.19,34.19,34,2061,260.0,825,254,15.0001,500001
1,0,0,0,0,-118.2,34.19,38,2176,266.0,798,243,15.0001,500001
1,0,0,0,0,-118.18,34.17,43,4269,591.0,1467,582,9.0702,500001
1,0,0,0,0,-118.18,34.16,34,5012,746.0,1699,715,9.4987,500001
1,0,0,0,0,-118.16,34.15,19,1721,290.0,571,278,6.6031,500001
1,0,0,0,0,-118.15,34.15,52,275,123.0,273,111,1.1667,500001
1,0,0,0,0,-118.14,34.15,41,1256,407.0,855,383,1.9923,500001
0,1,0,0,0,-118.08,34.15,28,238,58.0,142,31,0.4999,500001
0,1,0,0,0,-118.08,34.13,46,1238,147.0,377,145,8.4546,500001
0,1,0,0,0,-118.08,34.13,35,1897,279.0,733,291,7.4185,500001
1,0,0,0,0,-118.1,34.14,26,6262,1645.0,3001,1505,3.6572,213200
1,0,0,0,0,-118.12,34.14,52,2337,352.0,981,328,5.8692,490400
1,0,0,0,0,-118.13,34.13,39,2099,397.0,1500,380,4.8304,493200
1,0,0,0,0,-118.13,34.14,23,5465,1494.0,2511,1359,3.4531,210900
1,0,0,0,0,-118.14,34.14,24,10239,2823.0,4210,2565,3.6997,225000
1,0,0,0,0,-118.16,34.14,27,1551,254.0,816,233,8.2435,500001
